kjo99**|가격대비 너무 이뻐요!안에 긴 가방끈도 있어서 놀랐습니다생각보다 작긴한데 귀엽네요!!
wjdqls78**|니트 진짜 부드럽고 ㅠㅠㅠ 두꺼워서 따뜻하고 팔부분이 진짜 이뻐요 여성스러운 ㅠㅠ ㅠ 넘 이뻐용 이번에 고고싱에서 산거 다 성공ㅎ잘입겠슴당❤️
wjdqls78**|흰색으로 샀는뎅 이뻐여 !! 위에 가디건이나 니트입어도 이쁠거 같아요 여성미 뿜뿜ㅎ이쁘게 잘입을게요 !!
wjdqls78**|ㅎㅎ면도 괜찮고 기모라서 따뜻하네염 디자인도 이뻐요 ㅜ 역시 믿고 보는 고고싱~~ 이쁘게 잘 입을께욤!
sclovelo**|저번에 한 묶음 사서 잘 쓰구 이번엔 두 묶음 10개 재구매했어요~한 겨울에 입으면 마니 춥긴 하구 봄이나 가을에 입기에 딱이에요
sclovelo**|겉 소재가 특이해서 샀어요~ 처음에 품절이라 기다렸다가 사서 이제야 받았네요~ 완전 보들보들하진 않은데 따뜻하긴 합니당
sclovelo**|진청 샀는데 맘에 들어서 블랙도 샀어요~ 제 키가 160인데 길이가 딱이에요~안감이 기모라 따뜻해요ㅎㅎ
sclovelo**|구매해보고 맘에 들어서 재구매했어요~ 안감이 진짜 밍크같은 따뜻한 소재라서 추운날 입기 좋아요~
jgjeon**|치마가 솔직히 별로에요ㅠㅠ 엄청 구겨져서왓고 중간에 실밥도풀려잇고 포장도 좀 허술하게왔었습니다... 입어도 별로 이쁘지가않네요ㅛㅠ
jgjeon**|니트가 좀 늘어짐과 구겨짐이 잇긴하지만 그래도 굉장히이뻐요..!!! 특히 목쪽에 리본이 포인튼데 너무이쁩니다ㅠㅠ맘에들어요 잘입을게요!
jgjeon**|솔직히 저렴하게사서 기대안했는데 바지 핏이 정말이뻐요ㅜㅠㅠㅠ 스키니도 쫀쫀하고 맘에듭니다 !!색깔이 기대햇던 색은 아니지만 그래도 잘 입을게요!
wnsgus83**|폴라티랑 맨투맨이랑 같이 입으려니 좀 부해서 붙어있는 티셔츠 찾다가 구매하게 되었습니다! 목 부분이 정말 쫀쫀한 것 같네요 겨울에 따뜻하게 잘 입을 수 있을 것 같아요 다른 색으로도 많이 나오면 좋겠어요~
wjaalsrudl2**|여리여리한 핏감의 너무 예쁜 니트입니다가을에는 단독으로 입고 날씨가 추워져서 속에 폴라넥 니트를 레이어드 해서 입으면 따뜻하고 예쁘게 입을 수 있습니다
625994560891952**|허리라인 잡아줘서 날씬해보이고 좋아요. 그런데 갈색 털같은게 많이 붙어있더라구요 ㅎㅎ;; 그리고 원단이 막 고급스러워보이는 소재는 아니에욥 그치만 예뻐요
wjaalsrudl2**|크롭 기장으로 흔하지 않고 너무 예쁜 니트 조끼 입니다넉넉한 핏감이라서 더 예쁘고하이웨스트 치마나 하이웨스트 반바지랑 꿀조합입니다
wjaalsrudl2**|색감이 너무 예쁜 니트입니다루즈핏으로 넉넉하게 잘 맞았고 보들보들해서 촉감도 너무 좋습니다!!
wjaalsrudl2**|저렴하게 구입해서 잘 입은 제품입니다잘 늘어나지 않는 소재라서 너무 좋습니다펀칭 레이스로 청순하면서도 포인트가 되는 니트입니다
wjaalsrudl2**|가격이 너무 저렴해서 기대안하고 샀는데 정말 만족한 제품입니다163에 50키로 이고 골반이 넓은 체형인데 m사이즈가 예쁘게 잘 맞았어요
wjdwldms**|너무 이쁜데 구멍이 숭숭 있어서 조금 춥긴한데 데일리로 입기도 좋고 남친이 보고 여성스럽다고 좋아해써요 안에 나시랑 같이 입어야할거같고넘예뻐요
hksy9911**|주문한지 좀 ㄱ됐는데 이제 후기 쓰네요! 우선 제가 다리가 ㅎ 짧은편이라 매번 수선을 맡겼는데 수선 안맡겨도 될정도로 기장이 너무 잘 맞아서 좋았어요! 기장은 좋은데 접어서 입는게 이뻐서 접구다니네요 ㅎㅎㅎ 스판도 쫀쫀하고 되게 편했어요! 근데 물빠짐??이 심해서 ㅠㅠ 그게 좀 아쉬웠네요 손톱에 파랑색으로 물들곸ㅋㅋㅋㅋㅋ 그런거빼면 좋은거같아요! 항상 바지를 사면 허리가 남아서 그게 불편했는데 쫀쫀하고 허리도 잘맞고그래서 그럭저럭 만족하고있어요 ㅎㅎㅎㅎ
hksy9911**|배송이 빨라서 너무 만족했어요! 입금하자마자 출고해주셔서 하루만에 받았어요! 얇고 품이 넓은감이 있긴한데 안에 많이 껴 입을수 있어서 좋은거 같아요! 제 기준에선 팔 길이가 좀 길긴한데 ㅠ 한번 접으니 괜찮은거같아요! 156cm인데 무릎을 넘어요! 전 이 기장을 찾고있어서 맘에 들었습ㄴㅣ다 고고싱에선 매번 성공하는거같아서 좋네요 ㅎㅎ 다음번엔 캬라멜로 한번 시키고싶어요!
thgus80**|어깨 넓으신 분들은 사지마세요ㅜㅜ고민하다가 결국 샀는데 팔 기장도 생각보다 짧고어깨가 넓은편이라서 엄청 불편하고 활동도 너무 제한적이네요ㅠㅠ그리고 목이 길어보여요! 천도 까끌까끌해서 안에 꼭 입고 입어야할 것 같아요
thgus80**|짱짱한 것 같아서 좋아요~ 겨울이라 얇은건 싫어서 샀는데 잘 산것 같네요ㅎㅎ 추천 드립니다!
pcspeed1**|창자켓을 찾다가 고고싱이 청자켓이 크게 나와서 구매했어요~ 저는 키가있고 덩치가 있어서 그런지 잘맞아요
tnwjdal**|우왕 완전 쫀쫀한 바지같아영 ㅋㅋㅋ기모있어서 완전 따숩구 ㅠㅠ 너무 좋아요 ㅠㅠ 추워서 너무 고민했는데 사길 잘했어용 ㅎㅎ
pcspeed1**|고고싱에서 처음 시켜 봤는데 일단 썸네일에 모델분이 입으신거가 이뻐서 눈에 사로 잡았구요 저는 키가커서 길이는 짧은거 같은데 잘입을께요
tnwjdal**|와우 이런색을 원했는데 진짜 잘샀어용 ㅋㅋㅋㅋㅋ사이즈도 괜찮구 너무 예뻐용 자주 입을것같아용
gngnt07**|이거진짜 이뻐요 노란색 초록색 양말 찾고있었는데 생각보다 인터넷에서 파는 양말드링 비싸더라고요 이건 짱짱하고 목도길고 이가격에 이정도 퀄리티면 ㄱ됭장히 가성비 좋은거같아요 잘샀습니;다~
gngnt07**|음그냥 가격대만큼의 스키니인거같아요 한해입으면 헤져서 못입을거같긴한데 싼맛에 자주입긴 좋은거같아요 커팅도 이쁘고 허벅지부분에 데미지도 무난하고 컬러도 기장도 무난무난합니다 딱그냥 무난한바지~
gngnt07**|이가격대에 이정도면은 정말 좋은거같아요 허리도 부드러운데 짱짱하게 잘 잡아주고 생각보다 기장이 조금길어요 근데 못생기게 긴ㄱ선아니고 딱 적당하게 긴 느낌 폭은 넉넉합니다 막 슬림하진않아요
gngnt07**|진짜괜찮은거같아요 만원인데 목부분 너무 짱짱하고 그냥 가격만큼의 퀄리티인거같습니다 소매는 그냥 사진에 나오는정도로 길어요 저는 한번 접어서 입었어요 겨울에 안에 받쳐입기좋은것같습니다
dbfl5**|전 하비중 하비 뚱뚱이ㅠㅠ근데 이거 스판이 짱짱해서 너무좋더라구요근데 제키에는 저 롤업을 쫌 내려야했어요ㅠㅠ그래듀 너무 이쁜팬츠에요
dbfl5**|와 이거 진짜 이뻐요ㅠㅠㅠ 대박상품얇은 느낌의 니트일줄알았는데완전 두꺼워용ㅠㅠ 따뜻함목티랑 같이 입으면 완전 따뜻해요근데 살짝 보풀이 잘 생길것같아요
tngus28**|상품 오늘 받아서 바로 입어봤어요. 체구가 작은데도 불구하고 팔 기장이나 전체 기장이 많이 안길어서 좋았어요. 그리고 골지하면 얇을거라고 생각해서 기대안하고 샀는데 생각보다 두꺼워서 좋았어요. 항상 퀄리티 좋은 옷 감사합니다. 다음에는 흰색도 구매해봐야겠어요.
pjw60**|진짜 이거는 정말 짱인 옷이에요ㅠ고고싱에서 처음구매를 해보는데 옷스타일도 제 취향이고 박시해서 두배더 너무너무 좋았어욯 정말 잘 산것같고 앞으로 계속 이 옷만 입을 것 같은 느낌이 많이들어여엉ㅜ팔,등에 있는 글씨...!정말 완벽할수가아ㅠ감덩이에요 진짜 꼭사세요오 짱임니돠(화질 안좋은점 양해부탁드려요ㅠ)
561749439**|처음에 코코아색 구매해서 보니 처음과 색깔이 달라 엄청고민하다 결국 블랙칼라로 교환하기로 결정하고 기다리다 받고보니 다행이 맘에들어요잘입을데요~~~,^^ 담에도 자주 애용할거같네요 !!
dahee07**|색깔이 너무 예뻐서 고민도 안하고 바로 샀는데요 ㅠㅠ 진짜 잘 산거 같아요 친구들한테도 엄청 자랑했어요 ㅎㅎ 옷이 넉넉해서 진짜편해요 강력추천합니다! 꼭이요!
kdan**|색깔 고민하다가 와인색샀는데 나쁘지않은것 같아요 ㅎㅎ 근데 퍼프가 생각보다는 약한것같아요 ㅎㅎ 청바지랑 입으면 예쁠것같아서 바로 구매했습니다~ 퍼프니트 없으신분들은 사도 괜찮을것같아용
kdan**|모델처럼은 아니여도 비슷한 핏은 생각했는데 그런핏은 없고 살짝 부한 느낌들어용 겨울에 입기에는 쫌 춥고 봄?에는 입어도 될꺼같아요~ 길이는 완전 롱은 아니여서 길이는 마음에 듭니다 ㅎㅎ
siye**|옷 너무 예뻐요 그런데 아쉬운게 있다면... 잘못 입으면 할머니 옷이 될 수 있겠다는 거예요ㅠㅠㅠ 아이보리가 그런 느낌이 덜 할 것 같아요 고로 아이보리 추천하드립니덩
seohyeon63**|갸아아아아세상에 어떻게 이럴수있어요세상에 마상에 진짜 너무 예뻐버렷갸아아악처음봤을때는..모델이니가..내가 입으면...엄청 크겠지..안예쁘겠지...했늗데연청이랑 입어도 예쁘고 베이지 롱스커트랑 매치해도 예뻐버렷...!처음에 왔을때 뭐여 왜이렇게 무거워 클났네 환불해야되면 어쩌지 했는데세상에 진짜 너무 예뻐버렷..!무게는 무겁지만 세상에 예뻐..!진짜 가격도 싸고 디자인 진짜 예쁘다 성은이 망극하옵니다너무 아름답사옵니다하앗 내일 당장 입을거야밥도 아직 안먹었지만 너무 예뻐서 후기 쓰러왓서요ㅠㅠㅠㅠㅠㅠㅠㅠ너무 예쁘다 인생템아 진짜하아 존예너무 예쁘다...니트 하나가져다가 어떻게 이렇게 예쁘게 만들가...♡황송하옵니다 사랑해요 고고싱 만세만세만만세 천세천세천천세
79355158**|가격 대비 최고입니다. 별로 기대 안하고 시켰는데 은극 고퀄리티인것 겈아요 예쁘게 잘입을게용
hjs44**|원피스느낌으로 입으려고 샀는데 생각보다는 괜찮은것같아요 근데 실밥같은 마감처리가 너무 아쉽네용ㅜ
hjs44**|전그래도 약간두께감이있다고 생각했는데 생각보다 너무너무 얇아요ㅜㅜ 이건지금계절엔못입을것같아요ㅠ
hjs44**|무난하게입을수있는 그런편한 니트에요 코트안에 이너로 입기편해서 자주 입을거같아요 추천드립니당!
hjs44**|쫀쫀해보이긴하는데 막상입었더니 색이약간 블랙보단 챠콜같은느낌이었어요 구매할때 색상 참고하세요
tntn2**|결제하고 다음날에 바로 왔어요치마가 진짜 이뻐요 짧지 않고 다른 치마들 길이랑 비슷해요!!상의는 좀 커서 몸통이랑 팔 너비, 팔 길이 수선했어요아우터 입을 거면 굳이 안 해도 될 것 같은데 날 풀리면 이 옷만 입을거라 미리 수선했어요수선하면 진짜 이쁩니당!!
cbn0**|너무 큰데 뭐 안에 막껴입기 좋구 생각외로 따듯해요 너무 큰거 빼곤 다 만족하고 있습니다.감사합니다
xx05**|제가 입으려고 산건 아니여서 사진은 못찍었는데ㅜㅜ 언니가 입은거 보니까 예쁘더라구여! 아직 제가 뺏어입어본 적은 없어서 재질이, 두께가 어떻고까진 모르겠지만.. 조만간 한번 슬쩍 입어볼게요
49822585**|시키자마자 다음날에와서 놀랐고, 떡대쩌는 165/59에게도 잘맞고 또 제 몸을 완전 말라보이데 해줘서 한번 더 놀랐어요!그냥 패딩안에입을거면 지금입어도될거같아서 사실 오늘 오자마자 바로 입구 데이트 갔는데 진짜 남자친구가 좋아해요 ㅎㅎ 너무 여리여리해보이고 사진도 잘나오고 또 길이도 넘 이쁘구 딱 두꺼운 허벅지부분 가려주고부터 떨어지니깐 자신감이 흘러 넘쳐요. 제가 지금까지 고고싱 모델부터 리뷰쓰시는 분들까지 다 너뮤 마른체형이셔서 늘 장바구니만 넣고 하루에 다섯번이고 열번이고 고민하고 그랬는데 사고보니 정말 너무 후회없어요 ㅎㅎ 이런 옷 좀 더 잇으면 좋을거같고 네이비 색도 지금 계절엔 잘어울릴거같아요! 좋은옷 감사해요❤️❤️❤️
kgh3**|이거 진짜 예쁘네요 핏도 딱 맞구요 색상도 좋아요 위에 셔츠도 따로 구매할 생각이에요 ㅎㅎㅎ
kgh3**|원피스가 없어서 하나 장만 했는데 예뻐요 파란줄이 튀네요 라인이 예쁜 에이라인으로 잘 빠졌어요
kgh3**|진짜 예쁘네용 귀여운 것 같아요. 친구한테도 추천해주려고요 저런 카라종류중에서 젤 좋네요 ㅎ
kgh3**|이 제품 예쁘다고 해서 샀는데 만족해요 길이도 만족스럽고 다들 예쁘다고 해요. 브라운컬러로샀어요
rladmsal54**|진짜 색 이뻐요 기댜 이상이구  좀 얇아서 여름에도 입을 수 잇을것가타요!!
gkrska64**|검정이랑 와인 주문했는데분명 주문할때는 품절아니였는데나중에 품절되서 무대에서 입어야 되서 늦는줄 알고 걱정했어요ㅠㅠ다행히 늦게라도 맞게 도착해서 다행이에요!이너로 입기에 이쁘고 반넥이라 너무 안 답답해서 좋았던거 같아용 그리구 겉이 보들보들해서 만질때 기분좋아요ㅎㅎ
gkrska64**|역시 심플하게 치마입을때가 조합이 젤 이쁘고뭘 입어도 기본양말이라 잘 어울려서 좋아요ㅎㅎ이번엔 흰색으로 샀는데다음에는 검정으로도 구매할께요!
gkrska64**|원래 브라운으로 사고싶었는데 품절이라 그레이로 샀는데브라운이 더 이쁠거 같아서 그레이로 시킨게 좀 아쉬웠는데 받고보니까 그레이가 색상 매치가 더 편하고 이쁜거 같아요!!겨울에 추운데 긴치마로 분위기도 내고 좋았던거 같아요ㅎㅎ짱!!!진짜 이뻐용 추천bbbb
net89**|베이지 샀는데 깔끔하고 좋아요치마랑도 잘어울려요~겨울엔 거의 니트만 입고다니는데 잘산거같아요
net89**|예약해놓구 목빠지게 기다렸네요ㅜㅜ블랙 너무 이뻐요!!손목 포인트도 너무 귀엽구 좋아용ㅋㅋㅋ안사면후회할거에요!!
net89**|무난하게 입을수 있을거같아요~여기저기 다 잘어울리고, 원피스랑도 같이 입을려구용~기본으로 입기 딱좋아요
net89**|브라운 너무이뻐요!!니트랑 같이 입을려구요~~허리끈있어서 니트없이입어도 이쁠거같아요 ㅋㅋㅋ
net89**|와인색 너무 이뻐요!!!근데허리가 좀 커서ㅠㅠ 약간 부해보이네요겉에 니트입구 입어야겠어요~
net89**|따뜻하고 너무 이뻐요~터틀넥이라 목도 따뜻하고 부드럽구 좋아용비슷한옷이 많은데 밝은게없어서 핑크로샀어요이쁘게입을게요~
net89**|오늘 입고 나갔는데 다들 예쁘대요!너무 예뻐요 꼭사세요알프스소녀같아요 ㅋㅋ 생각보다 더좋았어요~~
484071685307459**|이거이뻐요 진짜 어디에다가 막 입기좋아요 걸쳐있어도이쁘고 넣어서 입어도 이쁘고 다양하게 연출할수있어요네이비 이뻐요!!^^
484071685307459**|이거 이뻐요!! 뒤로 자크가 있더라고요 그리고 안에 바지가 있어서 그런지 편해요 159정도가 입었을때 무릎위로 7~10센치 정도 올라온다고 생각하시면 될것같네요
net89**|땡땡이가 너무 귀여워요비슷한치마가 여름용으로 있었는데겨울에 입을 비슷한거 찾다가 질렀어요~따뜻하네용
net89**|조금 커서 당황스러웠지만..만족해요~일단 재질이 부드러워서 좋구넉넉한만큼 껴입을수있어서 좋네요~
484071685307459**|아이보리를샀는데 생각보다 많이 비춰지네요.그래도 가격이 싸서 막 입기좋아요 겨울에 입으실려면좀 껴입어야될것같아요
net89**|하얀색이랑 같이 샀어요~색깔이 정말 말그대로 모카라떼 색깔이네요화면이랑 똑같구요 이뻐요~~
bib**|처음에 딱 배송됬을때는 예쁜지 몰랐는데 입을수록 맘에 들어요!! 가격도 다른 코드에 비해 저렴해서 가성비
