zxc99**|처음엔 저렴해서 질이 안좋을 거라고 생각했는데 빨아도 목도 안늘어나고 가성비 좋습니당 ㅎㅎㅎㅎ
jgb2090**|(일단 배송이 빨라서 행복했습니다. 무려 2일만에 왔어요!!!!!!! ) 투피스 진짜 사고 싶었는데 다른 쇼핑몰은 다 뷔스티에+치마가 50000원 하더라구요,,너무 비싸서 사지 말까 하다가 이 투피스 발견하고 바로 구매했습니다. 저는 평소에 옷을 s, m, l  이렇게 나누어져 있는 옷만 사봐서 어떤 사이즈를 사야할까 생각하다가 후기 보고 L(55~55반)으로 샀는데 160cm/53인 저한테는 핏이 예뻤어요!!!  안에는 고고싱에서 산 “롤링 반팔” 이랑 같이 입었습니다(*ﾟ▽ﾟ*) 저는 잘 못 느꼈는데 사람들이 치마가 좀 짧다더라구요,, 치마는 한 허벅지 삼분의 이 정도에요! 그리고 치마가 밴딩으로 되어 있어서 편했는데 밴딩이여서 그런지 머리를 묶으면 치마밴딩부분이 보여서 뒤태가 별로 예쁘지는 않습니다,,,뷔스티에에는  가슴부분에 캡이라고 해야하나 뽕이라고 해야하나 어쨎든 그런게 들어 있어서 바디 라인이 예쁘게 나와요(((o(*ﾟ▽ﾟ*)o)))♡  여러분 결론은 이 옷 꼭 사세욥!!!!
junhy2**|우선 진짜 부드럽고 찰랑거리고 핏이쁜건 정말루 인정입니다!!! 근데 배송이 진짜 헬이었어욬ㅋㅋㅋㅋ 한달은 걸린듯 ㅠㅠㅠ 근데 색구 이쁘고 제 키 기준 종아리 반정도 덮어서 정말 예쁘고 좋아여!'ㅜㅜ잘 입었어요 데이트 할때
s747**|인터넷에서 가디건 구매한거 처음인데 진짜 이렇게 이쁜 오버핏이 있을까ㅠㅠ진짜 너무 이뻐요❤️제가 키가 큰편이라 엉덩이까지 오는 길이일까 계속 고민하면서 주문 했는데 정말 성공한거 같아요!그리고 밀크티 컬러로 구매했는데 진짜 이거 안사면 후회할 핏에 너무이쁜 컬러입니다...오버핏이 여리여리 오버핏이라 해야하나요..!?아무튼 진짜 이뻐요 ㅠ
506252664**|안에 흰색 끈나시 입고 입었는데 딱 좋았어요 근데 약간... 위에서 보면 쫌ㅠㅠ 자주 입을 거 같진 않아용
506252664**|펄럭거리면 어쩌나 생각이 들어서 사기 전에 엄청 고민하고 샀는데 엉덩이 밑에까지 잘 잡아줘서 바람이 불어도 걱정이 안돼요 그리고 아빠다리하고 앉아도 엄청 편해요 ㅎㅎㅎ
1857129197909679**|사진에서 본것보다 색상이 조금더 딥한것같아요 그래도  기장이나 핏이 너무 예뻐서 데일리룩으로 잘입고있습니다!!
1857129197909679**|오래기다려서 받은 제품인데 그럴만한것같아요 스판끼는 없는데 꽤 입기 편하고 보이핏이라고 해서 부해보이지도 않고 잘산것같습니다!!
wsm04**|비치는옷에 입으려고 샀는대 저렴하게잘산거같아요 재질은 실크같이서 좋네요다른색도 구매해봐야겠어요 굿굿
1857129197909679**|길이가 158인 저한테도 조금 짧아요 ㅠㅠㅠ 길이말고는 디자인도 예쁘고 하늘하늘해서 봄에 입기 너무좋습니다!!
wsm04**|옷이진짜이뻐요 청바지랑입으면 존예일거같고 옷재질이 보들보들해서 좋아요 굿굿 검정색으로도 나왔으면좋겠어요
leegahyun**|딱 생각한대러 왔어요!! 이뻐요!!지금입기에는 너무추워서 저거입고 걸쳐입어야될거같아요!!!!
1857129197909679**|길이도 적당하고 소재도 부드럽고 편해서 가을봄에 베레모쓰고 입으면 진짜 예쁜것같아요 ㅠㅠㅠ 추천드립니다!!
wsm04**|옷이정말정말이뻐요 하늘하늘해서 여성스러워요
leegahyun**|발목살짝 밑 내려오는 길이에요! 생각보다 길이때문인지 별로 이쁘진않았던거같지만 편해요'!!!
leegahyun**|정말~~~박스핏이에요 박스핏원하시면 바로사세요!! 엉덩이겨우 가려지는 길이구요 박스핏이여서그런지 불편함은없어요!
leegahyun**|색은 나온거같이 똑같구요 이뻐요!!역시 기대한만큼 기대받은거같아요!고민하신다면 고민하시마시고 사세요!
111030791**|동생이 사서 저도 한번 사봤는데가격대비 너무 좋아요!평소에 가볍게 입기도 좋고!뒷트임도 예뻐서 다들 칭찬해줘요!
leegahyun**|바지길이가 딱이뻐서 좋아요!! 스판기가 없다해서 걱정 많이하구 시켰는데 없긴하지만 크게 안불편해요!!색은 크게 다르지 않아요!!
111030791**|롱치마가 요즘 끌려서 샀는데 예쁘네요!근데 생각보다 너무 긴거 같아요 ㅠㅠㅠ 조금만 더 길이가 짧으면 좋을꺼 같아요!
ksj81**|ㅛ벌써 목이 늘어났지만... 싼거치고 이뻐요!
ksj81**|청바지랑 잘어율려서 이뻐요!!
ksj81**|흰색도 있어서 검정도 삿는데 역시 좋네요! 수납공간도 넓고 굿!
1975181609412120**|냄새가 좀 나긴 하지만 색이 여기 올라와있는 색이랑 똑같아요^^ 잘입고 다닐거같아요. 다들 꼭 사세여!!
fl25**|받자마자 음? 이란 생각이 들었는데 막상 입어보니까 너무 예뻐요ㅠㅠ 봄, 가을에 입기 딱 좋을 거 같아요~~
729727323**|봄에 입기 딱 좋은 여리여리한 스타일인거 같아요 ㅎㅎ 올봄에 자주 입을거같아요 다만 허리밴딩 위치가 살짝 애매한거같지만 그래도 입으면 너무너무 예뻐요 ㅎㅎ
729727323**|구매한지 조금 지났지만 지금에서야 후기남겨요..ㅎ 봄에 입고다니기 딱 좋은거같아요 다만 제 원피스 소매엔 리본이 안달려있어요ㅠㅠㅠ 그냥 입어도 예쁘긴하지만 아쉽네요ㅠㅠ
608096766012451**|화면에서 보는거랑 거의 비슷하고 티가 쫀쫀해서 좋아요색상이 밝아서 이너는 밝은색으로 입어야할 것 같고살집이 좀 있는 편인데 편하게 잘 입고다녔어요막 늘어날거 같지도 않고 탄탄하게 몸에 딱! 잘붙어요근데 제가 살이많아서 좀 아쉽네요 ㅋㅋㅜㅜ
729727323**|다소 배송이 늦긴했지만 그래도 너무 예뻐여ㅜㅜㅜ 원피스랑입어도 이쁘고 바지랑 입어도 예뻐요ㅜㅜ 그래서.이번에 그레이로 하나더 구매하려구요!!
608096766012451**|화면에 보이는거랑 거의 똑같아요!색도 이쁘고 좋아요하이웨스트이고 통이크고 또 앞뒤 길이가 달라서다리가 좀더 날씬하게 보이고 편하고 좋아요!!뱃살이 좀 있는데도 크게 불편하지않고 잘 입고 다녀요 ㅎㅎ
ans95**|분홍색 샀는데 진짜 예뻐요! 벚꽅놀이 갈 때 입고 사진 찍으면 잘 나올 것 같아요! 샀던 니트 중에서 제일 마음에 들어요!
yi95**|신발이 좀 얇다?해야하나 그래서 신으면 잘 퍼져요(?)볼이 넓으면 넓은데로 넓어져요 사이즈가 약간 크게 나온거같은데 양말신고 신을 수 있어서 거ㅐㄴ찮아요뭔가 바닥이 점 불편한데계속 신다보나까 적응되어서 편하게 잘 신고다냐요~
tpdms**|포토후기고 적립금이고 뭐고 다  필요없고 현실적으로 팩트만 적어드릴게요지금 정면 사진은 없는데 정면으로 봣을때는 확실히 모델이랑 다르게 보이는데 뭐 이거는 내 살때문이라고 해도 할말이 없어서 그냥 넘기는데 진짜 사진 보이는것처럼 뒤에 그냥 붕 떠요 와 나 진짜 옷 사고 이런식으로 뒤에가 뜨는 치마는 처음본다 정말..ㅎㅎ 색상은 여기에 올라와있는 색상보다 밝은 느낌이에요 생각보다 골반이 있는편이어서 그런지 골반에서 치마 조금씩 걸리는거랑 뒤에 진짜 심각할 정도로 붕 드는거 이외에는 괜찮은 정도..ㅎㅎ; 첫 구매인데 되게 실망감이 크네요 아 참고로 치마 붕 뜨는거 사진으로는 괜찮게? 보이는 정도에요 잘 선택해서 구매하시길 바랄게요ㅎㅎㅎ
ans95**|음 어떻게 입어야할지 잘 모르겠어요. 목이 되게 애매해서 안 예뻐보이더라구요. 무늬는 예쁜데 좀 애매해요..
yi95**|스타킹같은 레깅스에요신축성도 좋고 봉제라인?이 없어서 더 좋은거같아요키 158인데 딱 좋은거같아요 키가 더 크신분들고 여유있게 입으실 수 잌ㅅ을듯하네욤~
ans95**|음.. 애매해요.. 아직 제대로 입고 나간 적은 없지만 나쁘지 않은 것 같아요! 브라운색말고 블랙을 살걸 약간 후회는 되지만 브라운도 매력있는 것 같아요! 살랑살랑 하늘하늘 좋습니다!
ans95**|진짜 좋아요 편하게 입기도 좋고 치마랑도 잘 어울리고 진짜 마음이 들어요 다른 색도 사고 싶을 정도로 좋아요! 밀크티 색상도 구매할 생각이에여!!
474931701**|요즘 살이 쪄서 L사이즈 샀는데 조금 넉넉하게 잘 맞아요! 스판기가 많은 제품이 아니라서 평소 사이즈보다 한 사이즈 더 크게 시키면 치마 안에 넣어 입기 편할 것 같네요 ㅎㅎ 저는 허리가 조금 큰데 블라우스나 티 넣으면 딱 좋아요! 밥먹고 불편하지 않을 정도 ㅇㅅㅇ키가 작은 편은 아니라서 기장 40센치 이하는 잘 못입겠었는데 이 치마는 너무 짧지도 않고 좋아요. 그리고 속바지 달린 치마들은 사실 허벅지 살 쪄서 앉으면 가랭이 낑겼는데 이 치마는 너무 편해요. 베이직해서 티셔츠에 입어도 블라우스에 입어도 예쁘고 진짜 다른 색도 있으면 사고싶어요 !!! 아주 좋아요 ♡
ans95**|너무 노란색이었어요 차라리 새하얀게 더 예뻤을 것 같아요 이건진짜 허리도 완전 통짜로 보이게해서 핏도 안 예뻐요. 어떻게 입어야할지 아직도 고민하고 있어요 코디 그대로 같은 니트를 입었는데도 아니예요.. 넣어입으면 더 아니더라구요.. 고민중입니다..
5630848**|옷에 냄새가 조금 나서 한번 빨고 입어야할것같긴 한데 전반적으로 만족스럽네요.약간 낭랑한게 핏도 마음에들고 재질도 나쁘지 않은듯.검은색이랑 갈색 가디건도 사고싶음.
90423691**|사이즈도 딱 맞고 다른 나시에 비해 착용감이 훨씬 더 편하고 좋아요~~ 약간 돈 더들여서 산 보람이 있어요
miny**|후기쓰겠다고 급하게찍어서 모자에 먼지들이 잔뜩 붙어있는데 당연히 원래는없어요! 일단 무지모자여서 심플하니 딱좋고 가격에비해 굉장히좋아요! 무난하게 쓰고다닐것같네요 그리고 실제색상 훨씬어두워요 딱 검정색! 조명때문에 엄청밝게나온것뿐입니다
ektha80**|롱치마사 필요해서 샀는데 길이도 적당하고 핏도 예쁘고 마음에 들어요! 트임도 적당하게 들어가서 편해요!!
thdgusdld**|이뻐요!! 근데 입는게 약간 힘들고 가슴부분 너무 벌어져여 ㅠㅠㅠㅠ
ektha80**|처음에 색깔보고 마음에 들어서 구매했는데 만족스러워요! 화면이랑 색도 똑같고 편하게 입기 딱 좋아요~~
khym0208**|수납공간이 적진 않아서 좋구요 와인백 찾으시는분들 한번쯤 매서도 좋을거 같애요 아무데나 다 잘 어울리는 아이라서 만족합니당
yosuell**|키가 큰편이라 짧은 치마는 입지 않는데 이 치마는 많이 짧지 않아서 부담이없고너무 얇지 않아서 좋아요~싸구려 티나는 재질도아니고 딱 찾던 치마에요~데일리로 하나는 꼭 있어야하는 치마인것 같고날따뜻할때 입고 나가니까 너무 좋았습니당
ch0305**|친구랑 졸업사진 맞추려고  색 다른걸로 시켰는데 분위기 완전 다름. 둘다 너무 예쁨 약간 검은사제들에 나올것같은 분위기임. 좀 짧긴 했지만 다른 분들한테는 딱 이쁠듯? 짧긴해도 속치마만 짧아서 너무 짧다는 느낌은 없었음.
chzhvkdl1**|제가 다리가 짧고 통통한 편이라서 옷 사고 사실 걱정 많이했었는데바지가 진짜 찰떡처럼 쫀쫀하고 좋더라고요허리도 밴딩처리가 예쁘게 되있어서 다리라인을 이쁘게 잘 잡아주는 것 같아요하나 단점이라면 다리 알때문에 바지 끝부분 일자라인이 안예쁘게 흐물거린다는거..? 이건 제 몸매를 탓해야죠..예쁜 바지 잘입겠습니당~.~!
viwnl39cj**|예쁘게 잘 입고 있구 동생이 입는거 보고 하나 더 사고 싶어서 급히 후기 남깁니다 재질도 도톰해서 봄가을 입기도 괜찮아요
522629884597041**|좀 맘ㅎ이 길어용~~ 안에 넣어서 입으면 예쁠것같아여 ㅎㅎ색깔도 무난무난 디자인도 무난무난 그냥 무난하게 입을만한 조끼에여 ㅎㅎ
ch0305**|우선 정말 예뻐요. 주름이 잡혀있는 상태로 와서 속상했지만 그거 외에는 좋아여 얇아서 하얀 원피스랑 레이어드하거나 쇄골 예쁘신분들은 니트입으면 조녜일듯
chldudwn94**|바지 너무 잘 입고 있어요^^ 쫀쫀하고 스판이 좋아서 사복 입는 날마다 매일 입는 중~ 고고싱 바지는 다 좋아요
dpwl47**|실물도 예쁘고 핏도 예뻐요! 적당히 크고 그렇다고 해서 무작정 큰건 아니라서 적당히 예쁜것 같아요. 잘 입겠습니다:)
dpwl47**|기본티 잘 산것 같아요! 이런 기본티 있으면 옷 고를 때 마음이 편한데 2장이나 사서 거의 매일 입는것 같아요ㅋㅋㅋ 잘 입을게요:)
dpwl47**|검정바지 기본으로 있어야하는데 딱 기본에 충실한 바지인것 같아요. 밑단에 실풀림이 심해서 가위로 잘라내긴했는데 그것빼고는 다 좋은 것 같아요. 잘 입을게요:)
dpwl47**|진짜 예뻐요! 다들 이거 입고 너무 예쁘다고 해주었답니다. 가격도 저렴하고 특히 소매부분이 너무 예뻐요 다른색깔도 살 생각입니다~
dpwl47**|사진이랑 실물이랑 똑같아요! 예뻐요! 무늬도 예쁘고 날씬해보이기도 하고 요즘은 좀 춥지만 날 풀리면 단독으로 입어도 예쁠것 같네요. 잘 입을게요:)
dpwl47**|처음 올때 많이 주름지긴 했는데 다리면 되고 길고 예쁜것 같아요. 저는 키가 큰편이라 딱 좋네요. 잘 입겠습니다:)
dpwl47**|이 바지 생각보다 되게 좋아요! 바지 워싱이 자연스러워서 제가 가지고 있는 청바지 중에 제일 예쁜 바지인것 같아요. 잘 입고 다니겠습니다:)
dpwl47**|에코백이 생각보다 조금 작아요. 그래도 저렴한 가격에 잘 샀습니다! 심플하니 예쁜것 같아요. 잘 매고 다닐게요:)
miny**|처음에받고 엄청작아서 순간헉했는데 레깅스답게 잘들어갔어요 ㅋㅋ 엄청 쫀쫀하고 딱쪼여줘서 다리가 더 말라보입니다 쪼인다고 불편하다거나하는건없고 편해요! 늘어나는건 시간지나봐야알겠지만 당장은 만족합니다~ 아 그리고 제키가 164인데 바지길이 조오오오오금길지만 적당한것같아요
nyl05**|제가 그토록 원하던 발목 이상의 양말입니다,,, 다른 쇼핑몰 같은 곳에서는 2000원 이상에 팔던데 여기는 천 원이라 바로 장바구니에 넣은 게 신의 한 수였습니다.. 옷 사시는데 한 벌만 사시거나 무배까지 돈이 조금 모자라시다! 하시는 분들은 이 양말 여러 개 사셔도 손해 보는 느낌 전혀 안 들 것 같아요 검은 양말은 코디하기 힘들 것 같다고 생각했는데 오히려 잘 어울려서 이것만 신고 다닐 것 같네요 ㅜㅜ
nyl05**|아 진짜 인생 바지입니다 ㅜㅜ 제가 마른 체형이라 저에게 딱 맞는 바지 찾기가 어려웠는데 이렇게 사이즈도 L까지 해 주시고 진짜로 대박이에요,,, 사실 살끼 말까 고민했는데 청자켓이랑 깔 맞춤 한 번 해보자는 생각으로 산 거거든요 근데 사길 진짜 잘했습니다,,, 살까 말까 고민 하시는 분들은 제 후기 보고 꼭 사시길 바랄게요 그리고 청색깔이 많이 팔렸던데 블랙도 진짜 존예입니다.. 대박적이에요 정말 그리고 하이웨이스트 느낌이라 다리도 길어 보이고 위에 뭘 입어도 잘 어울립니다 흑ㄱ 꼭 사세요
mini0008**|일단 옷이 너무 이쁩니다!!!살짝 톤다운된 핑크색상이고 봄이나여름에 여리여리하게 잘입을수 있을 것같아요~~다른색상도 나온다면 또 살거같아요ㅎㅎ
70342597**|처음 뜯어보고 색만 확인 했을땐 색이 애매한 것 같아서 걱정했는데 막상 입으니까 살에 비쳐서 색이 예뻐보이더라구요 그리고 하늘하늘 거려서 더 좋아요
